results/channelTag,results/languageCode,results/resultEndTime,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/alternatives/0/words/1/confidence,results/alternatives/0/words/1/endTime,results/alternatives/0/words/1/startTime,results/alternatives/0/words/1/word,results/alternatives/0/words/2/confidence,results/alternatives/0/words/2/endTime,results/alternatives/0/words/2/startTime,results/alternatives/0/words/2/word,results/alternatives/0/words/3/confidence,results/alternatives/0/words/3/endTime,results/alternatives/0/words/3/startTime,results/alternatives/0/words/3/word,results/alternatives/0/words/4/confidence,results/alternatives/0/words/4/endTime,results/alternatives/0/words/4/startTime,results/alternatives/0/words/4/word,results/alternatives/0/words/5/confidence,results/alternatives/0/words/5/endTime,results/alternatives/0/words/5/startTime,results/alternatives/0/words/5/word,results/alternatives/0/words/6/confidence,results/alternatives/0/words/6/endTime,results/alternatives/0/words/6/startTime,results/alternatives/0/words/6/word,results/alternatives/0/words/7/confidence,results/alternatives/0/words/7/endTime,results/alternatives/0/words/7/startTime,results/alternatives/0/words/7/word,results/alternatives/0/words/8/confidence,results/alternatives/0/words/8/endTime,results/alternatives/0/words/8/startTime,results/alternatives/0/words/8/word,results/alternatives/0/words/9/confidence,results/alternatives/0/words/9/endTime,results/alternatives/0/words/9/startTime,results/alternatives/0/words/9/word,results/alternatives/0/words/10/confidence,results/alternatives/0/words/10/endTime,results/alternatives/0/words/10/startTime,results/alternatives/0/words/10/word,results/alternatives/0/words/11/confidence,results/alternatives/0/words/11/endTime,results/alternatives/0/words/11/startTime,results/alternatives/0/words/11/word,results/alternatives/0/words/12/confidence,results/alternatives/0/words/12/endTime,results/alternatives/0/words/12/startTime,results/alternatives/0/words/12/word,results/alternatives/0/words/13/confidence,results/alternatives/0/words/13/endTime,results/alternatives/0/words/13/startTime,results/alternatives/0/words/13/word,results/alternatives/0/words/14/confidence,results/alternatives/0/words/14/endTime,results/alternatives/0/words/14/startTime,results/alternatives/0/words/14/word,results/alternatives/0/words/15/confidence,results/alternatives/0/words/15/endTime,results/alternatives/0/words/15/startTime,results/alternatives/0/words/15/word,results/alternatives/0/words/16/confidence,results/alternatives/0/words/16/endTime,results/alternatives/0/words/16/startTime,results/alternatives/0/words/16/word,results/alternatives/0/words/17/confidence,results/alternatives/0/words/17/endTime,results/alternatives/0/words/17/startTime,results/alternatives/0/words/17/word,results/alternatives/0/words/18/confidence,results/alternatives/0/words/18/endTime,results/alternatives/0/words/18/startTime,results/alternatives/0/words/18/word,results/alternatives/0/words/19/confidence,results/alternatives/0/words/19/endTime,results/alternatives/0/words/19/startTime,results/alternatives/0/words/19/word,results/alternatives/0/words/20/confidence,results/alternatives/0/words/20/endTime,results/alternatives/0/words/20/startTime,results/alternatives/0/words/20/word,results/alternatives/0/words/21/confidence,results/alternatives/0/words/21/endTime,results/alternatives/0/words/21/startTime,results/alternatives/0/words/21/word,results/alternatives/0/words/22/confidence,results/alternatives/0/words/22/endTime,results/alternatives/0/words/22/startTime,results/alternatives/0/words/22/word,results/alternatives/0/words/23/confidence,results/alternatives/0/words/23/endTime,results/alternatives/0/words/23/startTime,results/alternatives/0/words/23/word,results/alternatives/0/words/24/confidence,results/alternatives/0/words/24/endTime,results/alternatives/0/words/24/startTime,results/alternatives/0/words/24/word,results/alternatives/0/words/25/confidence,results/alternatives/0/words/25/endTime,results/alternatives/0/words/25/startTime,results/alternatives/0/words/25/word,results/alternatives/0/words/26/confidence,results/alternatives/0/words/26/endTime,results/alternatives/0/words/26/startTime,results/alternatives/0/words/26/word,results/alternatives/0/words/27/confidence,results/alternatives/0/words/27/endTime,results/alternatives/0/words/27/startTime,results/alternatives/0/words/27/word,results/alternatives/0/words/28/confidence,results/alternatives/0/words/28/endTime,results/alternatives/0/words/28/startTime,results/alternatives/0/words/28/word,results/alternatives/0/words/29/confidence,results/alternatives/0/words/29/endTime,results/alternatives/0/words/29/startTime,results/alternatives/0/words/29/word,results/alternatives/0/words/30/confidence,results/alternatives/0/words/30/endTime,results/alternatives/0/words/30/startTime,results/alternatives/0/words/30/word,results/alternatives/0/words/31/confidence,results/alternatives/0/words/31/endTime,results/alternatives/0/words/31/startTime,results/alternatives/0/words/31/word,results/alternatives/0/words/32/confidence,results/alternatives/0/words/32/endTime,results/alternatives/0/words/32/startTime,results/alternatives/0/words/32/word,results/alternatives/0/words/33/confidence,results/alternatives/0/words/33/endTime,results/alternatives/0/words/33/startTime,results/alternatives/0/words/33/word,results/alternatives/0/words/34/confidence,results/alternatives/0/words/34/endTime,results/alternatives/0/words/34/startTime,results/alternatives/0/words/34/word,results/alternatives/0/words/35/confidence,results/alternatives/0/words/35/endTime,results/alternatives/0/words/35/startTime,results/alternatives/0/words/35/word,results/alternatives/0/words/36/confidence,results/alternatives/0/words/36/endTime,results/alternatives/0/words/36/startTime,results/alternatives/0/words/36/word,results/alternatives/0/words/37/confidence,results/alternatives/0/words/37/endTime,results/alternatives/0/words/37/startTime,results/alternatives/0/words/37/word,results/alternatives/0/words/38/confidence,results/alternatives/0/words/38/endTime,results/alternatives/0/words/38/startTime,results/alternatives/0/words/38/word,results/alternatives/0/words/39/confidence,results/alternatives/0/words/39/endTime,results/alternatives/0/words/39/startTime,results/alternatives/0/words/39/word,results/alternatives/0/words/40/confidence,results/alternatives/0/words/40/endTime,results/alternatives/0/words/40/startTime,results/alternatives/0/words/40/word,results/alternatives/0/words/41/confidence,results/alternatives/0/words/41/endTime,results/alternatives/0/words/41/startTime,results/alternatives/0/words/41/word,results/alternatives/0/words/42/confidence,results/alternatives/0/words/42/endTime,results/alternatives/0/words/42/startTime,results/alternatives/0/words/42/word,results/alternatives/0/words/43/confidence,results/alternatives/0/words/43/endTime,results/alternatives/0/words/43/startTime,results/alternatives/0/words/43/word,results/alternatives/0/words/44/confidence,results/alternatives/0/words/44/endTime,results/alternatives/0/words/44/startTime,results/alternatives/0/words/44/word,results/alternatives/0/words/45/confidence,results/alternatives/0/words/45/endTime,results/alternatives/0/words/45/startTime,results/alternatives/0/words/45/word,results/alternatives/0/words/46/confidence,results/alternatives/0/words/46/endTime,results/alternatives/0/words/46/startTime,results/alternatives/0/words/46/word,results/alternatives/0/words/47/confidence,results/alternatives/0/words/47/endTime,results/alternatives/0/words/47/startTime,results/alternatives/0/words/47/word,results/alternatives/0/words/48/confidence,results/alternatives/0/words/48/endTime,results/alternatives/0/words/48/startTime,results/alternatives/0/words/48/word,results/alternatives/0/words/49/confidence,results/alternatives/0/words/49/endTime,results/alternatives/0/words/49/startTime,results/alternatives/0/words/49/word,results/alternatives/0/words/50/confidence,results/alternatives/0/words/50/endTime,results/alternatives/0/words/50/startTime,results/alternatives/0/words/50/word,results/alternatives/0/words/51/confidence,results/alternatives/0/words/51/endTime,results/alternatives/0/words/51/startTime,results/alternatives/0/words/51/word,results/alternatives/0/words/52/confidence,results/alternatives/0/words/52/endTime,results/alternatives/0/words/52/startTime,results/alternatives/0/words/52/word,results/alternatives/0/words/53/confidence,results/alternatives/0/words/53/endTime,results/alternatives/0/words/53/startTime,results/alternatives/0/words/53/word,results/alternatives/0/words/54/confidence,results/alternatives/0/words/54/endTime,results/alternatives/0/words/54/startTime,results/alternatives/0/words/54/word,results/alternatives/0/words/55/confidence,results/alternatives/0/words/55/endTime,results/alternatives/0/words/55/startTime,results/alternatives/0/words/55/word,results/alternatives/0/words/56/confidence,results/alternatives/0/words/56/endTime,results/alternatives/0/words/56/startTime,results/alternatives/0/words/56/word,results/alternatives/0/words/57/confidence,results/alternatives/0/words/57/endTime,results/alternatives/0/words/57/startTime,results/alternatives/0/words/57/word,results/alternatives/0/words/58/confidence,results/alternatives/0/words/58/endTime,results/alternatives/0/words/58/startTime,results/alternatives/0/words/58/word
1,en-us,2.194966s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,en-us,2.315238s,0.68685448,carrots,0.68685448,0.600s,0s,carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,en-us,6.745260s,0.77071786, this,0.77071786,6.100s,5.700s,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,en-us,6.955737s,0.91283858,this,0.91283858,6.200s,5.700s,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,en-us,26.590159s,0.85278285, at first some people say that taking refugees can some people some Korean people say that taking if yours is paint eggs and toast from the original,0.73534071,9.400s,9.300s,at,0.87269014,10.200s,9.400s,first,0.91283858,10.800s,10.500s,some,0.75141913,11.400s,10.800s,people,0.91283858,11.700s,11.400s,say,0.76683021,12s,11.700s,that,0.81149751,12.400s,12s,taking,0.86590338,13.200s,12.400s,refugees,0.91283858,14.700s,13.800s,can,0.91283858,17.700s,17.500s,some,0.75532681,18.300s,17.700s,people,0.91283858,18.700s,18.300s,some,0.91283858,19s,18.700s,Korean,0.91283858,19.400s,19s,people,0.91283858,19.600s,19.400s,say,0.88322735,19.900s,19.600s,that,0.77181715,20.500s,19.900s,taking,0.91283858,21.100s,20.900s,if,0.91283858,21.300s,21.100s,yours,0.86368334,21.400s,21.300s,is,0.85249996,23.200s,22.600s,paint,0.76558578,23.600s,23.200s,eggs,0.91283858,23.800s,23.600s,and,0.89121675,24.200s,23.800s,toast,0.75860769,24.800s,24.200s,from,0.72542828,25.400s,25.300s,the,0.91283858,26.200s,25.400s,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,en-us,27.722721s,0.83580786, first some people say that taking refuses can search some people some Korean people say that taking refuses came take some just from the original,0.91283858,10.200s,9.400s,first,0.91283858,10.900s,10.600s,some,0.91283858,11.500s,10.900s,people,0.91283858,11.700s,11.500s,say,0.91283858,12s,11.700s,that,0.91283858,12.400s,12s,taking,0.91283858,13.200s,12.400s,refuses,0.91283858,14.800s,13.800s,can,0.91283858,17.300s,16.800s,search,0.91283858,17.700s,17.500s,some,0.91283858,18.400s,17.700s,people,0.91283858,18.700s,18.400s,some,0.91283858,19s,18.700s,Korean,0.91283858,19.400s,19s,people,0.91283858,19.600s,19.400s,say,0.91283858,19.900s,19.600s,that,0.91283858,20.500s,19.900s,taking,0.84563267,21.500s,20.800s,refuses,0.34893179,22.900s,22.600s,came,0.73522151,23.500s,22.900s,take,0.81125587,23.800s,23.500s,some,0.91283858,24.100s,23.800s,just,0.71175456,24.800s,24.100s,from,0.35233927,25.400s,25.400s,the,0.65896416,26.200s,25.400s,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,en-us,33.475737s,0.91283858, yeah,0.91283858,32.500s,32.200s,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,en-us,33.535873s,0.91283858, yeah,0.91283858,32.500s,32.200s,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,en-us,36.552698s,0.54727769, we'll restart,0.44653571,35.400s,34.900s,we'll,0.64801973,36.300s,35.400s,restart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,en-us,36.652925s,0.56002814, we'll restart,0.4574118,35.400s,34.900s,we'll,0.66264451,36.200s,35.400s,restart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,en-us,42.496145s,0.8036418, so your time starts now,0.91283858,38s,37.500s,so,0.91283858,38.400s,38s,your,0.91283858,39s,38.400s,time,0.91283858,39.800s,39s,starts,0.36685482,40.400s,39.800s,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,en-us,42.596372s,0.80057269, so your time starts now,0.91283858,38s,37.500s,so,0.91283858,38.500s,38s,your,0.91283858,39.100s,38.500s,time,0.91283858,39.800s,39.100s,starts,0.35150895,42.500s,39.800s,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,en-us,44.921632s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,en-us,45.122086s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,en-us,76.202404s,0.80214989, taking refuses can occur the like like a jobs in Jeju Island that is not because some because Yemen refuse it can supply labor domestic interest in the streets like there is a lack of Labor in some industry in Jeju Island by for some dangerous job or some taking risk risk were at the concert,0.91283858,49.700s,49.300s,taking,0.91283858,50.300s,49.700s,refuses,0.91283858,50.800s,50.300s,can,0.91283858,51.800s,51.300s,occur,0.91283858,52.400s,51.800s,the,0.91283858,53.400s,53s,like,0.91283858,53.800s,53.400s,like,0.91283858,54.300s,53.800s,a,0.91283858,54.900s,54.300s,jobs,0.91283858,55.400s,55.100s,in,0.63240832,55.700s,55.400s,Jeju,0.63240838,56.100s,55.700s,Island,0.71170932,56.500s,56.100s,that,0.72142464,56.700s,56.500s,is,0.89718527,57s,56.700s,not,0.69993216,57.600s,57s,because,0.75433499,58.100s,57.600s,some,0.91283858,58.800s,58.400s,because,0.76323617,59.400s,58.800s,Yemen,0.91283858,60.600s,60.200s,refuse,0.76211417,60.700s,60.600s,it,0.76656014,61.200s,60.700s,can,0.75700551,61.700s,61.200s,supply,0.67224771,62.600s,61.700s,labor,0.91283858,63.100s,62.700s,domestic,0.74859303,63.700s,63.100s,interest,0.70530474,63.900s,63.700s,in,0.73080766,64.100s,63.900s,the,0.91283858,64.600s,64.100s,streets,0.5555957,65.100s,64.600s,like,0.71256012,66.400s,65.800s,there,0.91283858,66.500s,66.400s,is,0.72100359,66.600s,66.500s,a,0.85844338,66.900s,66.600s,lack,0.71053934,67.100s,66.900s,of,0.88673151,67.500s,67.100s,Labor,0.91283858,67.700s,67.500s,in,0.71399826,68.300s,67.700s,some,0.91283858,68.800s,68.300s,industry,0.91283858,68.900s,68.800s,in,0.91283858,69.200s,68.900s,Jeju,0.91283858,69.700s,69.200s,Island,0.67386502,69.900s,69.700s,by,0.74859303,70.500s,69.900s,for,0.72369462,70.900s,70.500s,some,0.6982404,71.300s,70.900s,dangerous,0.91283858,71.700s,71.300s,job,0.68290377,72.200s,71.700s,or,0.72100365,72.700s,72.200s,some,0.91283858,73.100s,72.700s,taking,0.91283858,73.400s,73.100s,risk,0.6919809,74s,73.500s,risk,0.69919693,74.400s,74s,were,0.51907891,75.500s,75.300s,at,0.91283858,75.600s,75.500s,the,0.73957086,76s,75.600s,concert,,,,,,,,,,,,
2,en-us,76.232472s,0.77482349, taking refuses K or corroded like like jobs in Jeju Island but it's not because some because we are men music can supply labor domestic interest Industries like there is a lack of Labor in some industry in Jeju Island by for some dangerous job or some taking risk risk for that deposit,0.91283858,49.700s,49.300s,taking,0.91283858,50.300s,49.700s,refuses,0.54043841,50.800s,50.300s,K,0.54043853,50.800s,50.800s,or,0.51850533,52.400s,51.500s,corroded,0.91283858,53.400s,53s,like,0.60295385,53.800s,53.400s,like,0.75718755,54.900s,54.300s,jobs,0.70223743,55.400s,55.100s,in,0.87924826,55.700s,55.400s,Jeju,0.91283858,56.100s,55.700s,Island,0.70736682,56.500s,56.100s,but,0.91283858,56.700s,56.500s,it's,0.75305867,57s,56.700s,not,0.63364893,57.600s,57s,because,0.74324238,58.100s,57.600s,some,0.9052521,58.800s,58.300s,because,0.72466737,58.900s,58.800s,we,0.91283858,59s,58.900s,are,0.71041942,59.600s,59s,men,0.71055847,60.700s,60.200s,music,0.72518712,61.200s,60.700s,can,0.89172006,61.700s,61.200s,supply,0.55510694,62.600s,61.700s,labor,0.91283858,63.100s,62.600s,domestic,0.72894347,63.700s,63.100s,interest,0.91283858,64.600s,63.700s,Industries,0.64324772,65.100s,64.600s,like,0.71311235,66.400s,65.800s,there,0.91283858,66.600s,66.400s,is,0.91283858,66.600s,66.600s,a,0.73923826,66.900s,66.600s,lack,0.69892198,67.100s,66.900s,of,0.85238826,67.500s,67.100s,Labor,0.91283858,67.700s,67.500s,in,0.70301712,68.300s,67.700s,some,0.89172006,68.800s,68.300s,industry,0.91283858,68.900s,68.800s,in,0.91283858,69.200s,68.900s,Jeju,0.91283858,69.700s,69.200s,Island,0.71311229,69.900s,69.700s,by,0.6989221,70.500s,69.900s,for,0.69531262,70.900s,70.500s,some,0.6989221,71.300s,70.900s,dangerous,0.91283858,71.700s,71.300s,job,0.64268321,72.300s,71.700s,or,0.70809036,72.700s,72.300s,some,0.91283858,73.100s,72.700s,taking,0.88017285,73.500s,73.100s,risk,0.65361905,74s,73.500s,risk,0.70223212,74.400s,74s,for,0.76796257,75.500s,75.200s,that,0.72737622,76s,75.500s,deposit,,,,,,,,,,,,,,,,,,,,,,,,
1,en-us,106.691384s,0.69729102, Korean people Windows you have Tendencies to avoid dangerous stuff dangerous jobs so taking any reviews can can help to help to supply labor for that dangerous Industries and also print this Korean people need for you to have humanitarian attitude game,0.91283858,78.400s,78s,Korean,0.91283858,78.700s,78.400s,people,0.91283858,79.200s,78.700s,Windows,0.91283858,79.800s,79.200s,you,0.91283858,80.100s,79.800s,have,0.91283858,80.700s,80.100s,Tendencies,0.91283858,81.200s,80.700s,to,0.91283858,81.600s,81.200s,avoid,0.91283858,82.100s,81.600s,dangerous,0.91283858,82.700s,82.100s,stuff,0.91283858,83.900s,83.400s,dangerous,0.91283858,84.300s,83.900s,jobs,0.91283858,84.900s,84.300s,so,0.91283858,85.700s,85s,taking,0.34969667,86.400s,86.100s,any,0.37106964,87s,86.400s,reviews,0.91283858,87.800s,87s,can,0.57744342,88.600s,88.100s,can,0.62943834,89s,88.600s,help,0.47591045,89.700s,89s,to,0.64302438,90.100s,89.800s,help,0.50153291,90.800s,90.100s,to,0.6705395,92.400s,91.600s,supply,0.42017016,93s,92.400s,labor,0.91283858,93.200s,93s,for,0.4673911,93.900s,93.200s,that,0.47931072,94.600s,93.900s,dangerous,0.76678574,95.400s,94.700s,Industries,0.66224498,95.600s,95.400s,and,0.40973663,96.500s,95.600s,also,0.71256548,98.100s,97.700s,print,0.35634539,98.700s,98.100s,this,0.86767298,100.300s,99.700s,Korean,0.72229284,100.900s,100.300s,people,0.70916897,101.400s,101s,need,0.40973663,102s,101.400s,for,0.60249442,102.700s,102.500s,you,0.35525483,103.400s,102.700s,to,0.4555707,104.200s,103.500s,have,0.91283858,105.300s,104.200s,humanitarian,0.55649436,105.900s,105.300s,attitude,0.59606951,106.300s,105.900s,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,en-us,106.982041s,0.90254027, Korean people Windows you have Tendencies to avoid dangerous stuff dangerous jobs so taking any revisions can can help to help to supply labor for that dangerous Industries and also Korean this is Korean people need for did you have humanitarian attitude young too,0.91283858,78.400s,78s,Korean,0.91283858,78.700s,78.400s,people,0.91283858,79.100s,78.700s,Windows,0.91283858,79.800s,79.100s,you,0.91283858,80.200s,79.800s,have,0.9087885,80.800s,80.200s,Tendencies,0.91283858,81.200s,80.800s,to,0.91283858,81.600s,81.200s,avoid,0.91283858,82.100s,81.600s,dangerous,0.91283858,82.700s,82.100s,stuff,0.91283858,83.900s,83.300s,dangerous,0.91283858,84.300s,83.900s,jobs,0.91283858,84.900s,84.300s,so,0.91283858,85.700s,85s,taking,0.91283858,86.400s,86.200s,any,0.91283858,87s,86.400s,revisions,0.91283858,87.800s,87s,can,0.91283858,88.700s,88.100s,can,0.91283858,89s,88.700s,help,0.91283858,89.700s,89s,to,0.91283858,90.100s,89.800s,help,0.91283858,90.800s,90.100s,to,0.91283858,92.300s,91.600s,supply,0.91283858,93s,92.400s,labor,0.91283858,93.200s,93s,for,0.91283858,93.900s,93.200s,that,0.91283858,94.600s,93.900s,dangerous,0.91283858,95.400s,94.700s,Industries,0.91283858,95.600s,95.400s,and,0.91283858,96.500s,95.600s,also,0.91283858,98.100s,97.700s,Korean,0.91283858,98.700s,98.100s,this,0.91283858,99.200s,99.100s,is,0.9087885,100.300s,99.700s,Korean,0.91283858,101s,100.300s,people,0.91283858,101.400s,101s,need,0.91283858,102.100s,101.400s,for,0.91283858,102.800s,102.500s,did,0.91283858,103.400s,102.800s,you,0.91283858,104.200s,103.400s,have,0.91283858,105.300s,104.200s,humanitarian,0.91283858,105.900s,105.300s,attitude,0.64257812,106.300s,105.900s,young,0.73808432,106.800s,106.400s,too,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,en-us,118.768707s,0.72743016, my reduces because yema refuses surgeon into Korea Korea to Syria situation not for seeking a job but sticking for taking their life,0.91283858,107.400s,107.200s,my,0.91283858,108.200s,107.400s,reduces,0.91283858,109.700s,109.100s,because,0.41253534,110s,109.700s,yema,0.66017103,110.600s,110s,refuses,0.91283858,111.100s,110.600s,surgeon,0.74377644,111.600s,111.100s,into,0.89994699,112.300s,111.600s,Korea,0.91283858,112.700s,112.400s,Korea,0.59028959,113.200s,112.700s,to,0.91283858,113.400s,113.200s,Syria,0.63706112,114.100s,113.400s,situation,0.91283858,114.300s,114.100s,not,0.66800737,114.500s,114.300s,for,0.91283858,114.900s,114.500s,seeking,0.65098208,114.900s,114.900s,a,0.59190232,115.400s,114.900s,job,0.49807134,115.600s,115.400s,but,0.66680461,116.100s,115.600s,sticking,0.67819369,116.600s,116.100s,for,0.68993384,117.200s,116.800s,taking,0.45498091,117.700s,117.200s,their,0.58552557,118.300s,117.700s,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
